customer_id,tenure_months,orders_per_month,avg_order_value,recency_days,discount_usage_rate,return_rate,clv_next_12m,loyalty_index,monetary_value
CUST_0023,59,4.11,2068.68,130,0.39,0.28,25387.9,0.4392,8502.2748
CUST_0024,16,4.1,1822.84,82,0.14,0.23,44548.27,0.6622,7473.643999999999
CUST_0025,5,0.73,2616.05,355,0.13,0.2,500.0,0.6960000000000001,1909.7165
CUST_0026,37,2.61,1273.42,3,0.08,0.17,29928.0,0.7636,3323.6262
CUST_0027,54,4.46,2272.0,131,0.25,0.15,50563.81,0.6375,10133.12
CUST_0028,45,5.03,437.08,135,0.26,0.35,9682.38,0.481,2198.5124
CUST_0029,56,3.08,588.74,150,0.28,0.13,9527.06,0.6264,1813.3192000000001
CUST_0030,17,4.75,1242.41,61,0.16,0.08,48741.87,0.7728,5901.4475
CUST_0031,27,1.38,2823.54,70,0.66,0.04,8314.85,0.32639999999999997,3896.4851999999996
CUST_0032,18,1.34,2644.62,124,0.36,0.03,16015.51,0.6208,3543.7908
CUST_0033,17,1.38,1272.25,125,0.45,0.3,6343.9,0.385,1755.705
CUST_0034,48,2.09,1155.02,329,0.45,0.1,653.82,0.49500000000000005,2413.9918
CUST_0035,45,4.35,1705.73,14,0.49,0.34,30783.32,0.33659999999999995,7419.925499999999
CUST_0036,55,3.79,1627.98,225,0.08,0.4,16191.05,0.552,6170.0442
CUST_0037,8,4.98,1486.89,106,0.59,0.22,22029.55,0.31980000000000003,7404.712200000001
CUST_0038,27,1.78,2434.25,40,0.19,0.23,25344.36,0.6237,4332.965
CUST_0039,21,5.08,1323.52,239,0.1,0.32,15762.98,0.612,6723.4816
CUST_0040,43,3.25,341.46,323,0.54,0.38,500.0,0.28519999999999995,1109.745
CUST_0041,24,4.61,401.98,153,0.4,0.35,7079.61,0.39,1853.1278000000002
CUST_0042,49,2.06,2929.03,39,0.35,0.27,29816.1,0.4745,6033.8018
CUST_0043,2,3.64,2438.36,194,0.35,0.24,27792.18,0.49400000000000005,8875.6304
CUST_0044,31,2.0,1576.04,72,0.67,0.13,8786.25,0.28709999999999997,3152.08
CUST_0045,11,0.58,2607.03,344,0.51,0.06,500.0,0.46059999999999995,1512.0774000000001
CUST_0046,15,1.29,480.19,337,0.41,0.09,500.0,0.5369,619.4451
CUST_0047,25,5.55,2905.35,338,0.45,0.21,2673.18,0.43450000000000005,16124.6925
CUST_0048,26,5.38,1079.35,45,0.51,0.36,14089.99,0.3136,5806.902999999999
CUST_0049,43,4.97,2614.43,190,0.65,0.27,20103.11,0.2555,12993.717099999998
CUST_0050,44,4.62,2409.59,311,0.24,0.02,13233.57,0.7448,11132.3058
CUST_0051,57,0.97,1028.19,5,0.56,0.02,20596.94,0.4311999999999999,997.3443
CUST_0052,21,2.87,1599.46,12,0.43,0.32,25359.16,0.3876,4590.4502
CUST_0053,51,0.91,337.73,235,0.0,0.33,4413.12,0.6699999999999999,307.33430000000004
CUST_0054,59,3.78,1496.79,297,0.45,0.24,6515.58,0.41800000000000004,5657.8661999999995
CUST_0055,40,4.51,2659.0,195,0.23,0.32,34918.44,0.5236,11992.09
CUST_0056,42,5.05,1466.04,210,0.14,0.18,29616.51,0.7052,7403.5019999999995
CUST_0057,6,5.33,916.75,336,0.27,0.11,3894.55,0.6496999999999999,4886.2775
CUST_0058,47,1.78,1440.67,52,0.38,0.08,18721.62,0.5704,2564.3926
CUST_0059,55,5.61,911.75,346,0.32,0.04,500.0,0.6527999999999999,5114.9175000000005
CUST_0060,38,3.09,979.26,171,0.05,0.23,12298.84,0.7314999999999999,3025.9134
CUST_0061,54,5.48,1047.35,9,0.42,0.02,26836.28,0.5684,5739.478
CUST_0062,59,1.38,939.02,262,0.29,0.07,500.0,0.6602999999999999,1295.8475999999998
CUST_0063,5,5.02,489.94,224,0.04,0.13,4320.15,0.8351999999999999,2459.4988
CUST_0064,32,2.36,1510.02,22,0.66,0.33,10215.75,0.22779999999999995,3563.6472
CUST_0065,57,2.42,1103.0,78,0.51,0.27,8044.47,0.35769999999999996,2669.2599999999998
CUST_0066,38,3.13,1853.82,256,0.22,0.18,11296.2,0.6396000000000001,5802.4565999999995
CUST_0067,28,3.44,2636.89,329,0.51,0.1,2847.68,0.441,9070.9016
CUST_0068,56,1.61,1389.32,210,0.52,0.36,10591.25,0.3072,2236.8052000000002
CUST_0069,37,2.02,2572.16,210,0.05,0.27,17809.91,0.6935,5195.763199999999
CUST_0070,7,3.26,1976.94,85,0.19,0.34,29403.39,0.5346,6444.8243999999995
CUST_0071,26,0.77,1290.41,194,0.02,0.17,4944.54,0.8133999999999999,993.6157000000001
CUST_0072,4,1.44,873.95,178,0.67,0.24,500.0,0.25079999999999997,1258.488
CUST_0073,14,4.26,1736.49,145,0.68,0.31,10254.24,0.22079999999999994,7397.4474
CUST_0074,23,3.19,967.11,229,0.29,0.0,2669.38,0.71,3085.0809
CUST_0075,37,0.81,1649.05,295,0.67,0.04,916.79,0.31679999999999997,1335.7305000000001
CUST_0076,27,4.08,336.22,268,0.21,0.09,2057.55,0.7189000000000001,1371.7776000000001
CUST_0077,31,5.91,487.03,34,0.04,0.38,24453.54,0.5952,2878.3473
CUST_0078,34,1.26,986.2,219,0.36,0.39,1898.49,0.3904,1242.612
CUST_0079,31,3.62,1283.77,75,0.41,0.29,15016.3,0.41890000000000005,4647.2474
CUST_0080,32,2.9,564.17,80,0.36,0.39,3573.69,0.3904,1636.0929999999998
CUST_0081,37,4.13,2536.31,28,0.19,0.2,71760.32,0.6480000000000001,10474.960299999999
CUST_0082,59,1.23,2628.0,276,0.43,0.33,500.0,0.3819,3232.44
CUST_0083,16,3.05,590.37,173,0.29,0.25,6952.93,0.5325,1800.6284999999998
CUST_0084,16,2.14,321.82,230,0.14,0.03,500.0,0.8341999999999999,688.6948
CUST_0085,6,1.06,767.73,219,0.66,0.11,7376.62,0.3026,813.7938
CUST_0086,8,3.57,825.07,111,0.6,0.07,14075.04,0.372,2945.4999000000003
CUST_0087,41,5.15,1709.12,138,0.29,0.07,39758.31,0.6602999999999999,8801.968
CUST_0088,34,2.24,2695.54,361,0.41,0.08,500.0,0.5428000000000001,6038.0096
CUST_0089,28,1.52,551.68,244,0.49,0.32,3126.39,0.3468,838.5536
CUST_0090,51,1.03,2896.77,193,0.62,0.26,9449.85,0.2812,2983.6731
CUST_0091,6,5.56,2521.62,97,0.48,0.37,34470.47,0.3276,14020.207199999999
CUST_0092,12,1.5,2747.44,20,0.25,0.38,20566.91,0.46499999999999997,4121.16
CUST_0093,48,0.62,2295.59,189,0.62,0.32,500.0,0.25839999999999996,1423.2658000000001
CUST_0094,22,3.6,2137.71,236,0.08,0.38,12893.52,0.5704,7695.756
CUST_0095,43,5.43,1776.39,240,0.47,0.11,22038.61,0.4717,9645.7977
CUST_0096,47,1.85,650.39,125,0.47,0.02,500.0,0.5194,1203.2215
CUST_0097,6,0.91,1932.51,179,0.04,0.38,5361.21,0.5952,1758.5841
CUST_0098,53,2.93,454.16,347,0.17,0.02,500.0,0.8133999999999999,1330.6888000000001
CUST_0099,5,3.44,2980.68,116,0.49,0.29,24941.32,0.3621,10253.5392
CUST_0100,54,2.82,2191.32,121,0.37,0.04,32517.88,0.6048,6179.5224
CUST_0101,45,2.85,1372.55,141,0.54,0.25,13973.68,0.345,3911.7675
CUST_0102,9,3.9,2090.68,227,0.15,0.23,25390.02,0.6545,8153.651999999999
CUST_0103,13,4.06,1695.26,124,0.42,0.21,27498.2,0.45820000000000005,6882.7555999999995
CUST_0104,2,4.8,1021.67,150,0.4,0.31,11166.53,0.414,4904.016
CUST_0105,23,4.34,1565.79,312,0.55,0.24,500.0,0.34199999999999997,6795.5286
CUST_0106,34,3.17,1568.95,331,0.35,0.04,3040.42,0.624,4973.5715
CUST_0107,57,4.22,1818.34,308,0.26,0.11,8161.6,0.6586,7673.394799999999
CUST_0108,30,1.41,2117.64,235,0.56,0.09,8330.84,0.4004,2985.8723999999997
CUST_0109,16,1.08,2438.25,232,0.22,0.02,6246.12,0.7644,2633.3100000000004
CUST_0110,23,1.04,1209.49,152,0.4,0.16,4103.56,0.504,1257.8696
CUST_0111,24,1.05,1214.14,165,0.44,0.38,500.0,0.3472,1274.8470000000002
CUST_0112,57,0.94,2772.25,296,0.52,0.34,3669.39,0.31679999999999997,2605.915
CUST_0113,46,2.12,2220.24,112,0.09,0.31,29305.08,0.6279,4706.9088
CUST_0114,58,5.66,949.68,176,0.1,0.06,27897.28,0.846,5375.1888
CUST_0115,21,3.43,1302.13,294,0.68,0.1,11944.22,0.288,4466.3059
CUST_0116,59,1.53,2998.97,225,0.2,0.04,12840.71,0.768,4588.4241
CUST_0117,30,5.5,513.11,341,0.29,0.29,5193.47,0.5041,2822.105
CUST_0118,49,4.29,1820.86,140,0.6,0.02,24911.9,0.392,7811.4893999999995
CUST_0119,18,3.13,2772.29,102,0.02,0.34,51889.37,0.6467999999999999,8677.2677
CUST_0120,58,4.14,2069.31,39,0.68,0.06,19441.6,0.30079999999999996,8566.943399999998
CUST_0121,48,0.59,1070.43,171,0.59,0.08,500.0,0.37720000000000004,631.5537
CUST_0122,59,4.35,371.86,322,0.22,0.24,6570.41,0.5928,1617.591
CUST_0123,17,4.71,2638.37,164,0.49,0.18,42813.17,0.4182,12426.7227
CUST_0124,56,3.41,1957.43,212,0.55,0.32,12062.22,0.30599999999999994,6674.836300000001
CUST_0125,26,1.14,710.67,319,0.11,0.15,500.0,0.7565,810.1637999999999
CUST_0126,47,1.12,1113.37,18,0.26,0.13,7318.48,0.6438,1246.9744
CUST_0127,11,3.37,2433.51,52,0.18,0.35,46926.73,0.533,8200.9287
CUST_0128,20,5.68,426.34,333,0.54,0.06,2918.87,0.43239999999999995,2421.6112
CUST_0129,51,2.48,2849.35,250,0.49,0.17,16854.68,0.4233,7066.388
CUST_0130,1,5.23,1579.07,237,0.16,0.32,21096.92,0.5711999999999999,8258.536100000001
CUST_0131,19,0.64,2657.13,123,0.45,0.29,3972.51,0.3905,1700.5632
CUST_0132,5,3.43,1031.33,23,0.69,0.18,5110.65,0.25420000000000004,3537.4619
CUST_0133,52,3.37,2368.66,252,0.18,0.16,29544.31,0.6888000000000001,7982.3841999999995
CUST_0134,55,5.69,330.23,188,0.23,0.18,4371.39,0.6314000000000001,1879.0087000000003
CUST_0135,53,4.19,335.95,304,0.34,0.06,2128.07,0.6203999999999998,1407.6305
CUST_0136,11,5.75,1350.9,341,0.37,0.37,3881.68,0.39690000000000003,7767.675
CUST_0137,34,3.56,1071.89,237,0.55,0.11,10332.5,0.40049999999999997,3815.9284000000002
CUST_0138,37,1.61,1267.74,45,0.13,0.01,27699.47,0.8613,2041.0614
CUST_0139,22,2.15,489.17,19,0.5,0.13,4500.18,0.435,1051.7155
CUST_0140,2,1.79,1536.99,20,0.06,0.26,22155.5,0.6956,2751.2121
CUST_0141,52,0.55,2328.14,104,0.18,0.36,7955.01,0.5248,1280.477
CUST_0142,24,2.84,2766.47,86,0.02,0.02,76694.01,0.9603999999999999,7856.774799999999
CUST_0143,6,5.07,2288.49,149,0.45,0.05,42117.29,0.5225,11602.6443
CUST_0144,50,2.58,2132.86,361,0.25,0.34,500.0,0.49499999999999994,5502.7788
CUST_0145,22,2.15,437.05,331,0.24,0.3,9648.72,0.5319999999999999,939.6575
CUST_0146,19,2.35,1715.99,204,0.36,0.1,14545.41,0.5760000000000001,4032.5765
CUST_0147,4,5.29,715.28,333,0.63,0.2,5899.37,0.296,3783.8312
CUST_0148,33,5.93,2776.54,120,0.32,0.17,76215.31,0.5643999999999999,16464.8822
CUST_0149,47,3.39,766.5,69,0.57,0.12,12687.27,0.37840000000000007,2598.435
CUST_0150,2,4.38,2322.12,173,0.24,0.34,31127.75,0.5015999999999999,10170.8856
CUST_0151,9,4.47,1052.94,218,0.26,0.19,11354.13,0.5994,4706.6418
CUST_0152,8,1.05,1404.13,79,0.5,0.09,1430.27,0.455,1474.3365000000001
CUST_0153,4,5.47,2704.86,323,0.01,0.36,8031.67,0.6336,14795.5842
CUST_0154,30,3.19,1608.79,96,0.53,0.33,21227.39,0.31489999999999996,5132.0401
CUST_0155,58,4.64,1981.19,242,0.52,0.16,15018.89,0.40319999999999995,9192.721599999999
CUST_0156,3,4.74,1776.73,186,0.28,0.03,30240.18,0.6983999999999999,8421.700200000001
CUST_0157,13,3.56,2379.45,23,0.28,0.3,48920.75,0.504,8470.841999999999
CUST_0158,53,1.09,2626.67,71,0.69,0.24,1723.37,0.23560000000000003,2863.0703000000003
CUST_0159,4,1.36,2198.94,204,0.27,0.34,13613.89,0.48179999999999995,2990.5584000000003
CUST_0160,22,1.12,387.47,109,0.32,0.23,500.0,0.5236,433.9664000000001
CUST_0161,18,5.94,1212.23,261,0.46,0.28,5461.4,0.38880000000000003,7200.6462
CUST_0162,13,1.1,795.17,278,0.32,0.37,5869.4,0.42839999999999995,874.687
CUST_0163,27,5.6,1540.79,79,0.66,0.35,18020.5,0.22099999999999997,8628.423999999999
CUST_0164,6,1.02,1781.04,350,0.46,0.32,1386.01,0.36719999999999997,1816.6607999999999
CUST_0165,19,5.11,1488.11,27,0.67,0.11,25423.31,0.29369999999999996,7604.2421
CUST_0166,38,3.74,504.31,19,0.06,0.11,19110.37,0.8366,1886.1194
CUST_0167,14,4.39,2516.9,2,0.62,0.25,34985.41,0.28500000000000003,11049.190999999999
CUST_0168,13,1.88,611.4,131,0.37,0.21,9267.38,0.49770000000000003,1149.4319999999998
CUST_0169,19,0.88,1617.24,141,0.11,0.31,6714.96,0.6141,1423.1712
CUST_0170,59,2.32,2413.26,140,0.17,0.22,29621.47,0.6474,5598.7632
CUST_0171,19,0.61,1453.94,139,0.6,0.14,500.0,0.34400000000000003,886.9034
CUST_0172,37,3.69,2133.53,65,0.67,0.39,18636.99,0.20129999999999998,7872.725700000001
CUST_0173,34,1.47,798.74,161,0.5,0.27,8922.17,0.365,1174.1478
CUST_0174,38,4.13,1377.29,204,0.43,0.3,12751.08,0.399,5688.2077
CUST_0175,16,3.4,2022.28,16,0.17,0.14,59002.06,0.7138,6875.7519999999995
CUST_0176,6,4.92,1996.05,24,0.18,0.01,89815.36,0.8118000000000001,9820.565999999999
CUST_0177,55,2.66,2697.39,326,0.29,0.21,9036.01,0.5609,7175.0574
CUST_0178,4,5.5,489.1,122,0.31,0.32,11614.91,0.4691999999999999,2690.05
CUST_0179,10,1.12,994.53,85,0.3,0.07,4348.06,0.6509999999999999,1113.8736000000001
CUST_0180,18,2.07,1610.22,124,0.21,0.15,17332.58,0.6715,3333.1553999999996
CUST_0181,6,5.15,1672.65,263,0.03,0.11,19623.22,0.8633,8614.147500000001
CUST_0182,34,0.99,1999.79,46,0.28,0.11,17202.6,0.6408,1979.7921
CUST_0183,39,4.72,720.94,236,0.14,0.29,11522.03,0.6105999999999999,3402.8368
CUST_0184,41,3.66,1595.35,183,0.69,0.0,16328.6,0.31000000000000005,5838.981
CUST_0185,45,2.81,406.52,164,0.61,0.04,2266.17,0.3744,1142.3211999999999
CUST_0186,19,2.73,1249.36,162,0.41,0.02,13461.41,0.5782,3410.7527999999998
CUST_0187,36,3.68,2603.88,153,0.6,0.15,26290.8,0.34,9582.278400000001
CUST_0188,42,5.39,744.33,311,0.18,0.22,3365.9,0.6396000000000001,4011.9387
CUST_0189,52,4.17,1532.23,202,0.46,0.18,14093.47,0.4428000000000001,6389.3991
CUST_0190,25,5.45,977.11,123,0.66,0.12,12549.23,0.29919999999999997,5325.2495
CUST_0191,17,4.3,1362.22,34,0.49,0.04,30630.51,0.4896,5857.546
CUST_0192,51,1.46,934.78,76,0.25,0.21,4804.29,0.5925,1364.7787999999998
CUST_0193,52,5.66,2622.27,300,0.35,0.27,11427.82,0.4745,14842.048200000001
CUST_0194,59,5.46,888.12,21,0.07,0.25,42356.96,0.6975,4849.1352
CUST_0195,14,5.99,2462.52,170,0.1,0.22,66050.82,0.7020000000000001,14750.4948
CUST_0196,39,2.1,2768.75,285,0.59,0.21,3525.32,0.3239,5814.375
CUST_0197,42,2.89,2171.37,126,0.23,0.26,23543.22,0.5698,6275.2593
CUST_0198,56,4.62,1739.9,136,0.49,0.12,30718.98,0.44880000000000003,8038.338000000001
CUST_0199,36,0.59,751.57,119,0.12,0.24,1292.23,0.6688000000000001,443.4263
CUST_0200,1,3.97,1032.96,323,0.14,0.06,12204.85,0.8083999999999999,4100.8512
CUST_0201,58,5.01,1129.33,75,0.42,0.15,30033.7,0.49300000000000005,5657.943299999999
CUST_0202,2,5.12,2535.82,206,0.58,0.32,16678.28,0.2856,12983.398400000002
CUST_0203,15,5.42,2249.86,362,0.32,0.24,500.0,0.5167999999999999,12194.2412
CUST_0204,41,5.83,1576.38,165,0.66,0.09,23811.52,0.3094,9190.2954
CUST_0205,49,2.35,508.33,296,0.6,0.21,500.0,0.31600000000000006,1194.5755
CUST_0206,40,2.41,2538.99,218,0.34,0.04,19017.11,0.6335999999999999,6118.9659
CUST_0207,19,5.42,1469.35,131,0.35,0.38,25273.88,0.403,7963.8769999999995
CUST_0208,57,3.28,2094.76,330,0.55,0.07,4510.46,0.4184999999999999,6870.812800000001
CUST_0209,4,4.15,2656.08,132,0.37,0.1,45952.28,0.5670000000000001,11022.732
CUST_0210,38,2.98,2846.97,186,0.4,0.36,18667.3,0.384,8483.970599999999
CUST_0211,15,4.76,2363.28,232,0.5,0.04,26699.14,0.48,11249.212800000001
CUST_0212,21,2.11,2729.9,38,0.52,0.24,20926.73,0.3648,5760.089
CUST_0213,19,4.95,2428.18,214,0.13,0.17,45027.03,0.7221,12019.491
CUST_0214,20,1.05,1746.06,12,0.02,0.2,20901.69,0.784,1833.363
CUST_0215,15,1.17,1515.88,293,0.41,0.03,11562.3,0.5723,1773.5796
CUST_0216,5,5.56,1547.53,316,0.37,0.2,10067.85,0.504,8604.2668
CUST_0217,58,2.18,612.99,294,0.63,0.04,6083.45,0.35519999999999996,1336.3182000000002
CUST_0218,54,3.4,1600.23,89,0.13,0.27,30974.96,0.6351,5440.782
CUST_0219,24,2.03,2949.1,169,0.67,0.39,14428.72,0.20129999999999998,5986.672999999999
CUST_0220,25,5.82,1894.98,229,0.48,0.14,13313.19,0.4472,11028.7836
CUST_0221,40,3.06,2351.45,338,0.05,0.23,4827.18,0.7314999999999999,7195.437
CUST_0222,41,3.81,640.28,132,0.48,0.1,6982.59,0.468,2439.4668
CUST_0223,53,0.87,1486.5,238,0.31,0.01,1548.92,0.6830999999999999,1293.2549999999999
CUST_0224,21,1.81,1364.78,152,0.06,0.35,6284.82,0.611,2470.2518
CUST_0225,26,4.79,704.47,247,0.63,0.11,10638.91,0.3293,3374.4113
CUST_0226,43,0.73,2578.42,14,0.64,0.28,9446.06,0.2592,1882.2466
CUST_0227,44,5.52,541.58,239,0.17,0.24,5552.98,0.6308,2989.5216
CUST_0228,33,5.04,1057.21,312,0.16,0.02,1276.32,0.8231999999999999,5328.338400000001
CUST_0229,9,0.78,686.4,175,0.2,0.26,500.0,0.592,535.392
CUST_0230,36,3.82,871.08,348,0.35,0.36,500.0,0.41600000000000004,3327.5256
CUST_0231,33,2.06,1365.27,129,0.67,0.18,7077.61,0.2706,2812.4562
CUST_0232,57,1.7,1677.22,330,0.33,0.32,500.0,0.4555999999999999,2851.274
CUST_0233,21,0.74,2659.68,58,0.22,0.15,12188.31,0.663,1968.1632
CUST_0234,8,0.92,1190.98,31,0.69,0.35,3502.74,0.20150000000000004,1095.7016
CUST_0235,49,4.76,1599.94,347,0.21,0.26,500.0,0.5846,7615.7144
CUST_0236,54,0.88,1555.01,315,0.49,0.14,500.0,0.4386,1368.4088
CUST_0237,26,1.63,2239.02,100,0.63,0.4,9056.91,0.222,3649.6025999999997
CUST_0238,16,4.12,1925.27,155,0.05,0.13,46365.08,0.8265,7932.1124
CUST_0239,51,0.92,1942.12,284,0.32,0.16,5522.81,0.5711999999999999,1786.7504
CUST_0240,35,4.97,1146.74,272,0.5,0.16,8721.51,0.42,5699.297799999999
CUST_0241,47,0.53,1382.38,222,0.36,0.2,4634.78,0.512,732.6614000000001
CUST_0242,24,3.15,2552.0,190,0.54,0.33,10979.85,0.3081999999999999,8038.8
CUST_0243,45,2.57,2819.96,50,0.43,0.11,27267.75,0.5073000000000001,7247.2972
CUST_0244,6,1.73,742.85,302,0.58,0.29,500.0,0.2982,1285.1305
CUST_0245,58,3.71,1143.35,64,0.19,0.13,32098.94,0.7047,4241.8285
CUST_0246,47,1.5,1682.23,302,0.61,0.3,4705.38,0.27299999999999996,2523.3450000000003
CUST_0247,54,1.14,2303.24,251,0.63,0.24,4320.21,0.2812,2625.6935999999996
CUST_0248,51,4.81,453.97,110,0.24,0.12,14449.16,0.6688000000000001,2183.5957
CUST_0249,17,1.55,646.05,21,0.63,0.21,4086.0,0.2923,1001.3774999999999
CUST_0250,29,5.94,830.71,319,0.27,0.18,500.0,0.5986,4934.4174
CUST_0251,11,3.67,937.77,246,0.28,0.03,12926.92,0.6983999999999999,3441.6159
CUST_0252,16,5.88,509.23,329,0.25,0.18,10551.67,0.615,2994.2724
CUST_0253,18,1.94,2899.51,280,0.66,0.39,1626.83,0.20739999999999997,5625.0494
CUST_0254,21,5.89,424.05,260,0.26,0.3,500.0,0.518,2497.6545
CUST_0255,1,4.63,1555.29,66,0.34,0.38,34799.17,0.40919999999999995,7200.9927
CUST_0256,3,0.66,428.27,295,0.15,0.1,500.0,0.765,282.6582
CUST_0257,45,2.4,1276.7,300,0.31,0.35,500.0,0.44849999999999995,3064.08
CUST_0258,16,3.01,872.92,236,0.67,0.31,500.0,0.22769999999999996,2627.4891999999995
CUST_0259,30,4.59,2408.71,4,0.54,0.23,40180.68,0.35419999999999996,11055.9789
CUST_0260,31,2.59,2702.28,122,0.43,0.19,20306.0,0.46170000000000005,6998.9052
CUST_0261,6,4.34,496.76,52,0.19,0.12,20815.42,0.7128000000000001,2155.9384
CUST_0262,18,2.61,2887.79,165,0.13,0.13,40134.35,0.7569,7537.131899999999
CUST_0263,53,3.26,1953.68,1,0.23,0.29,41525.13,0.5467,6368.9968
CUST_0264,2,5.67,1913.04,102,0.28,0.08,62886.77,0.6624,10846.9368
CUST_0265,23,5.31,2666.76,92,0.43,0.02,77094.85,0.5586000000000001,14160.4956
CUST_0266,40,5.48,1661.77,76,0.28,0.25,39493.8,0.54,9106.499600000001
CUST_0267,1,3.88,1713.0,120,0.46,0.15,28637.27,0.459,6646.44
CUST_0268,19,2.24,1690.71,189,0.61,0.17,5929.5,0.3237,3787.1904000000004
CUST_0269,59,5.58,1774.21,241,0.6,0.11,12330.78,0.35600000000000004,9900.0918
CUST_0270,13,4.21,667.3,224,0.07,0.1,10117.15,0.837,2809.3329999999996
CUST_0271,43,5.08,834.43,124,0.5,0.29,11404.98,0.355,4238.904399999999
CUST_0272,19,5.16,1986.2,193,0.36,0.3,28145.24,0.44799999999999995,10248.792000000001
CUST_0273,16,3.25,1617.92,267,0.55,0.22,9228.19,0.351,5258.24
CUST_0274,28,4.64,861.19,222,0.06,0.1,13130.32,0.846,3995.9216
CUST_0275,57,4.96,444.61,298,0.19,0.1,1910.3,0.7290000000000001,2205.2656
CUST_0276,49,1.84,410.99,336,0.07,0.32,1428.74,0.6323999999999999,756.2216000000001
CUST_0277,14,1.06,807.01,89,0.47,0.04,1221.97,0.5088,855.4306
CUST_0278,32,3.79,1135.57,364,0.62,0.27,2542.37,0.2774,4303.8103
CUST_0279,36,4.8,849.71,297,0.37,0.12,6360.02,0.5544,4078.608
CUST_0280,7,5.24,814.08,257,0.01,0.12,12963.82,0.8712,4265.7792
CUST_0281,51,4.43,1004.79,336,0.34,0.32,3747.53,0.4487999999999999,4451.2197
CUST_0282,56,4.08,1067.47,265,0.12,0.06,7075.6,0.8271999999999999,4355.2776
CUST_0283,11,4.81,1056.85,150,0.35,0.19,21086.15,0.5265000000000001,5083.4484999999995
CUST_0284,20,0.75,2800.48,60,0.53,0.02,9260.84,0.46059999999999995,2100.36
CUST_0285,18,0.83,1986.81,76,0.42,0.09,13066.56,0.5278,1649.0522999999998
CUST_0286,26,1.9,845.06,261,0.09,0.36,6008.08,0.5824,1605.6139999999998
CUST_0287,24,2.35,2460.82,134,0.42,0.23,18309.66,0.44660000000000005,5782.927000000001
CUST_0288,57,4.08,1700.5,121,0.09,0.17,42379.3,0.7553,6938.04
CUST_0289,29,1.47,1616.85,231,0.57,0.15,2520.64,0.36550000000000005,2376.7695
CUST_0290,13,2.0,2181.45,291,0.41,0.37,6961.83,0.37170000000000003,4362.9
CUST_0291,58,1.6,2272.47,180,0.4,0.22,12351.21,0.46799999999999997,3635.9519999999998
CUST_0292,36,4.79,2199.83,6,0.16,0.17,86174.53,0.6971999999999999,10537.1857
CUST_0293,43,2.64,2818.22,114,0.29,0.27,36820.56,0.5183,7440.1008
CUST_0294,44,4.9,1828.74,232,0.63,0.22,4977.11,0.2886,8960.826000000001
CUST_0295,50,2.28,510.11,63,0.17,0.38,5494.51,0.5146,1163.0508
CUST_0296,22,5.45,2539.54,313,0.16,0.16,15057.6,0.7055999999999999,13840.493
CUST_0297,54,3.68,1972.47,153,0.25,0.05,28215.44,0.7124999999999999,7258.689600000001
CUST_0298,39,1.69,1002.21,362,0.3,0.21,500.0,0.5529999999999999,1693.7349
CUST_0299,41,1.52,1573.62,157,0.47,0.28,8470.51,0.3816,2391.9024
CUST_0300,23,5.99,1157.58,163,0.06,0.14,42345.05,0.8083999999999999,6933.9042
CUST_0301,9,5.0,2416.84,231,0.49,0.34,16689.32,0.33659999999999995,12084.2
